"dataset","system","mr_type","mr","sys_ref","TER","Bleu_1","Bleu_2","Bleu_3","Bleu_4","ROUGE_L","NIST","LEPOR","CIDEr","METEOR","sim.mr.sys","lev.dist","sys.read.flesch","sys.cpw","sys.ref.len","sys.wps","sys.sps","sys.spw","sys.n.poly","sys.pspw","n.misspel","parser.sc.mean","parser.sc.max","informativeness","naturalness","quality","domain","inf_bin","nat_bin","qual_bin","inf_bin2","nat_bin2","qual_bin2"
"SFRES","LOLS","inform","inform(name='tanuki restaurant',good_for_meal=dinner,price_range=cheap,food=japanese)","the tanuki restaurant provides japanese dinner for a cheap price range.",1.166666667,0.4,0.210818511,0.00000177,5.31E-009,0.425581395,3.0433,0.233833214,1.562961903,0.318199995,0.81528455,52,49.5427272727,5.455,60,11,19,1.727,3,0.273,1,-92.7514862418,-92.7514862418,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai cottage restaurant',price_range=cheap)","thai cottage restaurant, is cheap.",0.4,0.999999999,0.999999999,0.999999999,0.031622777,1,5.5538,0.008444897,4.086846124,1,0.7774864,26,66.4,5.6,28,5,8,1.6,1,0.2,0,-61.2249626517,-61.2249626517,3,6,4,"REST","avg","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai cottage restaurant',type=restaurant)","the name of the restaurant is thai cottage restaurant.",0.545454545,0.571428571,0.3086067,0.00000267,8.31E-009,0.411235955,3.624,0.209275696,0.125800077,0.316898292,0.9242054,34,66.1,5,45,9,14,1.556,2,0.222,0,-68.8100265861,-68.8100265861,6,5.5,3.5,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai house express',food=thai)","there is a thai restaurant called thai house express.",1.2,0.142857143,4.88E-009,1.68E-011,1.04E-012,0.191222571,2.2862,0.111264937,0.998529707,0.239330544,0.7015964,41,84.9,4.889,44,9,12,1.333,1,0.111,0,-86.2562164664,-86.2562164664,4.5,5,5.5,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai house express',near=tenderloin)","thai house express, is near the tenderloin.",0.545454545,1,1,1,0.999999999,1,4.7288,0.420573592,6.644359,1,0.8431843,24,78.8728571429,5,35,7,10,1.429,1,0.143,0,-76.5782074332,-76.5782074332,5.5,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai time restaurant',area='hayes valley or inner richmond')","thai time restaurant, is in the are of hayes valley or inner richmond.",1,0.428571429,0.377964473,0.305710709,0.0000517,0.573667712,3.2689,0.214503631,1.011334458,0.444343872,0.85901654,31,76.5015384615,4.308,56,13,18,1.385,1,0.077,0,-134.2306122184,-134.2306122184,4.5,3,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai time restaurant',kids_allowed=yes,food=thai)","thai time restaurant allows kids, and serves thai food.",0.444444444,0.7430382,0.655298097,0.530027714,0.423836563,0.79049676,7.2524,0.45396666,4.667893111,0.477934641,0.857978,41,84.9,5,45,9,12,1.333,1,0.111,0,-95.8901581168,-95.8901581168,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thai time restaurant',kids_allowed=yes,near='inner richmond')","thai time restaurant, is near the inner richmond that allows children.",0.75,0.515466959,0.318153114,0.00000226,6.32E-009,0.409395973,3.4158,0.247517948,1.059709357,0.317408287,0.8919476,55,64.9245454545,5.273,58,11,17,1.545,1,0.091,0,-107.5698074698,-107.5698074698,4,2,2,"REST","avg","bad","bad","Good+Avg","Bad","Bad"
"SFRES","LOLS","inform","inform(name='thai time restaurant',type=restaurant)","the name of the restaurant is thai time restaurant.",1,0.285714286,6.9E-009,2.12E-011,1.24E-012,0.171830986,2.1669,0.237601971,0.07266692,0.244541485,0.9242054,28,75.5,4.667,42,9,13,1.444,2,0.222,0,-62.1268753409,-62.1268753409,4.5,4.5,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thanh long',address='4101 judah street',postcode='94122')","thanh long, is located at 4101 judah street, 94122.",0.727272727,0.60653066,0.542497514,0.511567771,0.48235608,0.772151899,4.4091,0.136911086,3.453653304,0.39764224,0.6702793,41,78.8728571429,4.444,40,9,10,1.111,1,0.111,1,-104.1336655021,-104.1336655021,4,2,3,"REST","avg","bad","avg","Good+Avg","Bad","Good+Avg"
"SFRES","LOLS","inform","inform(name='thanh long',price_range=moderate,near='outer sunset',good_for_meal=dinner)","thanh long, is near outer sunset, the is good for dinner, and it is in the moderate price range.",0.888888889,0.588235294,0.332105582,0.00000194,4.79E-009,0.470588235,2.7419,0.307090696,1.387591849,0.265653343,0.8716094,80,80.6868421053,3.895,74,19,24,1.263,1,0.053,1,-154.8568481803,-154.8568481803,4.5,3.5,3.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='the big 4 restaurant',near='nob hill',price_range=moderate)","the big 4 restaurant near nob hill offers moderate food.",0.526315789,0.47768754,0.261640241,0.00000231,7.36E-009,0.557077626,3.0819,0.229712912,0.889233768,0.275875424,0.7372223,35,66.1,4.6,46,10,14,1.4,2,0.2,0,-94.3455109,-94.3455109,5,4.5,4.5,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='the big 4 restaurant',phone='4157711140')","the phone number for the big 4 restaurant is 4157711140.",0.333333333,0.714285714,0.597614304,0.414913267,0.000065,0.714285714,5.1065,0.301414276,0.965755335,0.479007979,0.8255805,28,82.39,4.6,46,10,11,1.1,1,0.1,0,-72.7479156852,-72.7479156852,6,5.5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='the big 4 restaurant',postcode='94108')","the postcode of the big 4 restaurant is 94108.",0.363636364,1,1,1,1,1,11.875,0.325648489,6.581212068,1,0.74452114,28,78.8728571429,4.111,37,9,10,1.111,1,0.111,1,-68.0019897819,-68.0019897819,5,5.5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thep phanom thai restaurant',address='400 waller street',phone='4154312526',postcode='94117')","thep phanom thai restaurant, is at 400 waller street, phone number is 4154312526, and the postcode is 94117.",0.411764706,1,0.957427108,0.873580465,0.826516818,0.919283023,5.0258,0.513566124,4.448516879,0.457719919,0.786071,52,73.17,4.833,87,18,21,1.167,1,0.056,4,-192.9497284293,-192.9497284293,6,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thep phanom thai restaurant',near='lower haight')","thep phanom thai restaurant, is near the lower haight.",0.6,0.6,0.547722557,0.464158883,0.0000841,0.680297398,4.015,0.384315776,1.621212581,0.463756953,0.8,25,75.5,4.889,44,9,13,1.444,1,0.111,3,-100.7046875358,-100.7046875358,4.5,3.5,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='thep phanom thai restaurant',type=restaurant)","the name of the restaurant is thep phanom thai restaurant.",1,0.428571429,8.45E-009,2.43E-011,1.37E-012,0.31202046,2.1669,0.20094285,0.116528465,0.260162602,0.88630813,38,69.785,4.8,48,10,15,1.5,2,0.2,2,-84.7040466666,-84.7040466666,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='the richmond',area='hayes valley or inner richmond',address='615 balboa street',phone='4153798988')","the richmond has 2 locations in hayes valley or inner richmond, the address is 615 balboa street, and the phone number is 4153798988.",0.533333333,0.75,0.707106781,0.685006711,0.666895487,0.809734513,4.9064,0.474109631,3.163533526,0.488885057,0.83104223,63,59.635,4.696,108,23,30,1.304,2,0.087,0,-209.036047399,-209.036047399,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='the richmond',near='inner richmond',kids_allowed=no)","the richmond, is a nice restaurant near inner richmond that does not allow children.",0.307692308,0.916666667,0.912870929,0.908560296,0.903602004,0.873697917,3.1261,0.589058757,4.370971697,0.603067252,0.7305534,53,65.725,4.929,69,14,21,1.5,1,0.071,0,-118.5593170524,-118.5593170524,6,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='udupi palace',address='1007 valencia street')","udupi palace 's address is 1007 valencia street.",0.714285714,0.491238452,0.00000001,3.02E-011,1.83E-012,0.357771261,4.1381,0.28724123,0.614178824,0.356829213,0.90922976,22,54.7014285714,5,40,8,12,1.5,2,0.25,2,-87.0142578483,-87.0142578483,5.5,5.5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='udupi palace',food=indian)","there is a indian restaurant called udupi palace.",1.2,0.142857143,4.88E-009,1.68E-011,1.04E-012,0.191222571,2.3085,0.111264937,1.031781322,0.239330544,0.7703429,41,40.09,5.125,41,8,15,1.875,3,0.375,1,-75.6029266715,-75.6029266715,5.5,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='udupi palace',good_for_meal='dinner',food='indpak or indian')","udupi palace, is a good restaurant that serves indpak or indian food, especially for dinner.",0.761904762,0.714285714,0.574169252,0.435184371,0.349876115,0.764890282,5.0249,0.231866401,4.030827269,0.465022432,0.8493761,73,39.33,5,75,15,27,1.8,4,0.267,2,-146.5148376822,-146.5148376822,6,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='udupi palace',kids_allowed=yes)","udupi palace allows children.",0.833333333,0.17113904,6.63E-009,2.83E-011,3.28E-010,0.239215686,1.8339,0.07733312,0.007021348,0.096774194,0.8451857,30,12.425,6.25,25,4,9,2.25,1,0.25,1,-50.4349655509,-50.4349655509,4,5,6,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='udupi palace',kids_allowed=yes,area='mission district')","udupi palace, is in mission district that allows children.",0.583333333,0.7430382,0.655298097,0.530027714,0.0000754,0.570093458,4,0.111328011,1.094792026,0.403834288,0.8639506,54,47.3,5.333,48,9,16,1.778,1,0.111,1,-92.899908483,-92.899908483,3,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name=vicoletto,price_range=cheap)","vicoletto, is cheap.",0.615384615,0.513417119,0.363040726,0.00000407,0.00000243,0.717647059,2.5784,0.117437393,3.326014524,0.30068719,0.7033152,24,34.59,5.333,16,3,6,2,1,0.333,1,-37.673422277,-37.673422277,4,4.5,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name=vicoletto,type=restaurant)","the name of the restaurant is vicoletto.",0.4,1,0.816496581,0.736806299,0.668740305,0.714285714,7.2325,0.263317271,3.699022721,0.493527472,0.88630813,34,54.7014285714,4.714,33,7,12,1.714,2,0.286,1,-44.2216171622,-44.2216171622,4,4.5,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name=zadin,price_range=moderate,food='gluten free')","zadin serves gluten free food at a moderate price range.",0.5,0.6,0.447213595,0.292401774,0.0000435,0.6,5.6503,0.58226732,3.004072111,0.330694381,0.7785482,49,78.245,4.6,46,10,14,1.4,1,0.1,1,-91.5056213737,-91.5056213737,6,5.5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='zare at fly trap',price_range=moderate,food=persian)","zare at fly trap serves persian food at a moderate price range.",0.777777778,0.444444444,0.23570226,0.00000199,0.000000006,0.356725146,3.5266,0.392826592,1.791581202,0.241685828,0.86835945,48,88.905,4.25,51,12,15,1.25,1,0.083,1,-112.5379318595,-112.5379318595,6,5.5,4.5,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name=zarzuela,food=spanish)","there is a spanish restaurant called zarzuela.",0.8125,0.227790398,0.110033216,0.000000917,2.8E-009,0.255944056,1.3152,0.085510689,0.617028808,0.152210179,0.72003543,40,54.7014285714,5.571,39,7,12,1.714,2,0.286,0,-63.6501335502,-63.6501335502,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name=zarzuela,good_for_meal=dinner,food=basque)","zarzuela, is a good restaurant that serves basque food, especially for dinner.",1.111111111,0.5,0.301511345,0.00000209,5.64E-009,0.518707483,4.0185,0.254062879,1.753330355,0.375579956,0.8066034,67,53.655,5.333,64,12,20,1.667,3,0.25,0,-114.2486328483,-114.2486328483,6,5.5,5.5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name=zarzuela,price_range=moderate,food=basque,kids_allowed=no)","the restaurant i recommend is zarzuela, it serves basque moderately priced and does not allow children.",0.672413793,0.5625,0.433012702,0.29920424,0.213054136,0.465648855,4.4524,0.292175944,1.922893804,0.334353135,0.70634675,71,47.8325,5.375,86,16,27,1.688,4,0.25,0,-146.3735260367,-146.3735260367,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(name='zuni cafe',price_range=expensive)","zuni cafe, is expensive.",0.25,0.999999999,0.999999999,0.999999999,0.031622777,1,0.2956,0.333333333,2.81987623,1,0.738443,26,33.575,4.75,19,4,8,2,1,0.25,1,-50.2566780448,-50.2566780448,5.5,6,4,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='11',near='nob hill')","there are 11 restaurants that serve american food near nob hill.",0.421052632,0.723869934,0.66079982,0.582407281,0.475385273,0.755417957,9.6559,0.297499352,3.665279281,0.515400568,0.68920237,43,69.785,4.818,53,11,15,1.364,2,0.182,0,-102.8417343497,-102.8417343497,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='135',kids_allowed=no)","there are 135 restaurants that do not allow children.",0.434782609,0.622795758,0.558287481,0.474689584,0.345654323,0.687600644,6.329,0.311432918,2.102480083,0.461883476,0.8333333,40,71.815,4.889,44,9,12,1.333,1,0.111,0,-61.6522926688,-61.6522926688,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='17',food=french)","there are 17 french restaurants.",0.6,0.359463171,0.348048719,0.331068411,0.300484388,0.543429844,4.712,0.160636913,3.744575092,0.343993514,0.77865696,38,75.875,5.4,27,5,6,1.2,1,0.2,0,-42.8300194144,-42.8300194144,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='229',kids_allowed=dont_care)","there are 229 restaurants that do not have policys regarding kids.",0.5,0.454774319,0.38944546,0.304022725,0.0000414,0.492597577,6.2779,0.176959119,1.465943772,0.35849349,0.53561985,51,61.325,5,55,11,16,1.455,3,0.273,1,-87.7167648673,-87.7167648673,5,4,3,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='239',area=dont_care)","there are 239 restaurants if the area does not matter.",0.378787879,0.814353676,0.757041298,0.686904831,0.595416506,0.789360173,6.4502,0.414028072,3.275382941,0.471152346,0.74110544,37,66.1,4.4,44,10,14,1.4,2,0.2,0,-72.3462128043,-72.3462128043,5,4,3,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='239',good_for_meal=dont_care)","there are 239 restaurants available serving any meal.",0.352941176,0.77218479,0.69767506,0.598866285,0.441248451,0.814885496,6.9904,0.087758254,2.343287363,0.491671874,0.5712186,49,30.53,5.625,45,8,14,1.75,2,0.25,0,-73.7080063224,-73.7080063224,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='239',good_for_meal=dont_care,food=dont_care)","i have found 239 restaurants serve any meal if the food type.",0.625,0.56432115,0.465972853,0.418921777,0.379510491,0.487442922,4.5395,0.321569583,2.650279723,0.32313187,0.63378114,54,87.9972727273,4.083,49,12,14,1.167,1,0.083,0,-113.6398376822,-113.6398376822,1,2,2,"REST","bad","bad","bad","Bad","Bad","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='239',kids_allowed=dont_care,good_for_meal=dont_care)","there are 239 restaurant if you do not care the price meal and various the food do not care whether the kids are allowed.",0.681818182,0.541666667,0.460387361,0.386656324,0.323932119,0.539823009,5.7862,0.436928132,2.788480058,0.317122156,0.67480797,89,76.8204347826,4.042,97,24,29,1.208,2,0.083,0,-165.1013397574,-165.1013397574,2,1,1,"REST","bad","bad","bad","Bad","Bad","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='239',price_range=dont_care)","there are 239 restaurants in any price range.",0.246835443,0.77218479,0.69767506,0.598866285,0.441248451,0.814885496,4.8143,0.083536264,2.074917641,0.485983475,0.7594021,38,78.8728571429,4.625,37,8,10,1.25,1,0.125,0,-58.3387932181,-58.3387932181,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',area='golden gate park')","we have 2 restaurants listed in the golden gate park area.",0.818181818,0.298279772,0.182658311,0.00000162,0.000000005,0.312820513,3.0172,0.158360139,0.565941806,0.331560584,0.7838762,34,61.325,4.273,47,11,16,1.455,2,0.182,0,-83.0453400016,-83.0453400016,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',food=basque,kids_allowed=no,price_range=moderate)","there are 2 basque restaurant do not allow kids in the moderate price range.",0.556962025,0.68111835,0.602786578,0.508188241,0.379242734,0.528647087,3.4156,0.381700409,1.768732628,0.348696897,0.8861053,61,76.5015384615,4.429,62,14,18,1.286,2,0.143,0,-104.7440475822,-104.7440475822,4,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',food=chinese,price_range=expensive)","there are 2 chinese restaurants in the expensive price range.",0.428571429,0.666736398,0.573835326,0.495928127,0.400843604,0.728116711,4.1207,0.419655035,2.169441507,0.341970354,0.8607954,51,66.1,5.1,51,10,14,1.4,2,0.2,0,-72.2628464103,-72.2628464103,5,4,4,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',food='new american',kids_allowed=yes,price_range=moderate)","there are 2 new american restaurants in the moderate price range and does allow children.",0.487804878,0.561680781,0.495815189,0.416822814,0.343159201,0.612785388,4.9183,0.389352516,2.00595174,0.289688234,0.89559823,77,53.6392857143,4.933,74,15,23,1.533,3,0.2,0,-108.7092728019,-108.7092728019,4,3,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',food=pizza,kids_allowed=yes)","there are 2 pizza restaurants that allows kids.",0.692307692,0.379081662,0.256305984,0.187963273,0.00003,0.386075949,3.8718,0.233756383,1.389920295,0.178547427,0.83712894,47,66.7871428571,4.875,39,8,11,1.375,1,0.125,0,-67.7588333488,-67.7588333488,5,5,4,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',good_for_meal=brunch)","there are 2 restaurants which serve brunch.",0.371428571,0.7430382,0.655298097,0.530027714,0.0000754,0.79049676,4.6375,0.0133278,1.846105064,0.464043654,0.7144227,36,87.945,5.143,36,7,8,1.143,1,0.143,0,-59.182695806,-59.182695806,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',good_for_meal=dinner,food=peruvian)","there are 2 peruvian restaurants which do good for dinner.",0.583333333,0.573111527,0.395484526,0.252020984,0.000037,0.536656891,5.5636,0.420573592,1.959290293,0.327222524,0.86755604,51,66.1,4.8,48,10,14,1.4,2,0.2,1,-78.9508423209,-78.9508423209,6,4,4,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',good_for_meal=dont_care,food=pizza,kids_allowed=yes)","there are 2 restaurants that allow kids pizza are allowed for any meal.",0.772727273,0.291002383,0.16189878,0.108795794,0.0000162,0.338575393,2.4803,0.156916035,0.481684983,0.245764057,0.7991763,66,67.755,4.462,58,13,18,1.385,1,0.077,0,-103.5797790885,-103.5797790885,6,5,2,"REST","good","good","bad","Good+Avg","Good+Avg","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',good_for_meal=dont_care,price_range=cheap,area='little russia')","there are 2 restaurants in little russia for any meal are cheap.",0.739130435,0.234105099,0.160738097,0.101835739,0.0000148,0.343017807,1.2989,0.105869278,0.22475778,0.227042118,0.7458365,73,72.6154545455,4.333,52,12,16,1.333,1,0.083,0,-92.9516586661,-92.9516586661,6,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',kids_allowed=dont_care,area='golden gate park')","there are 2 restaurants in the golden gate park area do not care whether the kids are allowed.",0.565217391,0.472511379,0.389295435,0.309891775,0.236844929,0.562919463,4.2969,0.300602465,1.436322991,0.34048813,0.88739145,68,70.1447058824,4.222,76,18,24,1.333,2,0.111,0,-127.1314911246,-127.1314911246,4,3,2,"REST","avg","avg","bad","Good+Avg","Good+Avg","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',kids_allowed=no,area='pacific heights')","there are 2 restaurants that does not allow the s in the pacific heights area.",0.5625,0.598540358,0.462966459,0.368134068,0.303150701,0.616853933,4.3968,0.394353565,1.926652672,0.35879387,0.76678884,47,71.7678571429,4.2,63,15,20,1.333,3,0.2,0,-107.9155945182,-107.9155945182,3,4,1,"REST","avg","avg","bad","Good+Avg","Good+Avg","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='2',price_range=cheap,area='mission dolores')","there are 2 cheaply priced restaurants in mission dolores.",0.428571429,0.5,0.377964473,0.287684791,0.0000467,0.5,5.8604,0.141608928,0.722809981,0.340318218,0.8149301,46,50.665,5.444,49,9,14,1.556,2,0.222,0,-76.6808227897,-76.6808227897,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='36',good_for_meal=lunch,food=dont_care)","there are 36 restaurants which are good for lunch if the food type does not matter.",0.625,0.5,0.40824829,0.329316878,0.228941569,0.519148936,5.4405,0.480845301,2.176484341,0.354461592,0.8197888,55,90.09,4.188,67,16,18,1.125,1,0.062,0,-109.0249161124,-109.0249161124,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='38',good_for_meal=lunch)","there are 38 restaurants which serve lunch.",0.727272727,0.37225089,0.284311313,0.219195024,0.0000362,0.456074766,5.5402,0.180041525,2.54914953,0.313284077,0.74279344,38,87.945,5.143,36,7,8,1.143,1,0.143,0,-57.7811531425,-57.7811531425,4.5,5.5,5.5,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='3',area='pacific heights')","we have 3 restaurants listed in the pacific heights area.",0.540540541,0.555555555,0.456435464,0.390448333,0.315598454,0.555555556,3.9112,0.365774528,1.342718569,0.412826638,0.7470402,34,47.3,4.7,47,10,16,1.6,3,0.3,0,-78.560644567,-78.560644567,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='3',food=mexican,kids_allowed=yes)","there are 3 mexican restaurants that allows kids.",0.875,0.156323257,3.05E-009,8.65E-012,4.82E-013,0.164864865,1.2291,0.086397688,0.545193005,0.096385542,0.8339927,51,54.7014285714,5.125,41,8,12,1.5,2,0.25,0,-70.2285141349,-70.2285141349,4,4.5,4.5,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='3',good_for_meal=dinner,near='mission bay')","there are 3 restaurants a nice food near mission bay which to good for dinner.",0.615384615,0.571428571,0.468807231,0.332107832,0.0000427,0.654155496,5.2209,0.442808696,2.291875537,0.426753856,0.8728688,62,83.8535714286,4.2,63,15,18,1.2,1,0.067,0,-123.2647919059,-123.2647919059,3,2,1,"REST","avg","bad","bad","Good+Avg","Bad","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='3',near='mission bay')","there are 3 places that serve american food near mission bay.",0.75,0.4,0.298142397,0.223144317,0.0000355,0.486055777,4.634,0.365639081,1.730639363,0.352401826,0.58896196,39,78.245,4.545,50,11,14,1.273,1,0.091,0,-98.9971908927,-98.9971908927,3,6,6,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='4',food=japanese,price_range=expensive)","there are 4 japanese restaurants in the expensive price range.",0.692307692,0.409365376,0.272910251,0.196802346,0.0000307,0.357771261,5.1668,0.302871219,2.097727271,0.277916894,0.8607954,52,56.7,5.2,52,10,15,1.5,3,0.3,0,-72.7098144889,-72.7098144889,6,5.5,4.5,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='4',food=pizza)","there are 4 pizza restaurants.",0.625,0.654984602,0.517810794,0.418267399,0.000074,0.590799031,3.5334,0.2267153,1.911488846,0.250580806,0.7828386,38,54.725,5,25,5,7,1.4,1,0.2,0,-42.3882545829,-42.3882545829,4.5,6,6,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='4',good_for_meal=dinner,near='potrero hill',price_range=moderate)","there are 4 moderately priced good a nice restaurants are good for dinner, and near potrero hill.",0.833333333,0.4375,0.241522946,0.160914897,0.0000238,0.3125,3.5939,0.285820475,1.057619357,0.251082013,0.87394273,80,63.695,4.647,79,17,24,1.412,3,0.176,1,-143.9847320914,-143.9847320914,5,4,4,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFRES","LOLS","inform","inform(type=restaurant,count='4',good_for_meal=dont_care,kids_allowed=yes,price_range=expensive)","there are 4 restaurants that are expensive all meals serve all for all s good for any meal and allow kids.",0.85,0.380952381,0.195180015,0.126097274,0.0000183,0.302729529,3.5612,0.31079584,0.822235172,0.209426712,0.71753544,83,80.785,4.048,85,21,25,1.19,2,0.095,0,-162.4155640006,-162.4155640006,4,1,1,"REST","avg","bad","bad","Good+Avg","Bad","Bad"
"SFRES","LOLS","inform","inform(type=restaurant,count='4',kids_allowed=yes,price_range=expensive)","there are 4 expensive restaurants where kids are allowed.",0.545454545,0.555555555,0.456435464,0.390448333,0.315598454,0.417094017,2.3268,0.150146596,1.472668973,0.274853379,0.7968613,60,61.24,5.333,48,9,13,1.444,2,0.222,0,-69.6662506461,-69.6662506461,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
